date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Ben Shelton,Karen Khachanov,12,23,2,0,6-3 7-5,77,49,61,36
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Jack Draper,Jenson Brooksby,14,937,2,0,7-5 6-4,56,43,81,46
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Grigor Dimitrov,Gael Monfils,15,42,2,1,7-6(4) 4-6 7-6(2),116,77,122,80
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Francisco Cerundolo,Botic van de Zandschulp,26,85,2,0,6-3 6-4,71,45,57,33
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Brandon Nakashima,Matteo Arnaldi,33,35,2,0,6-2 6-4,45,37,56,32
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Daniil Medvedev,Alex Michelsen,6,32,1,0,2-0 RET,5,4,7,2
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Stefanos Tsitsipas,Matteo Berrettini,9,29,2,0,6-3 6-3,44,36,52,30
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Tommy Paul,Cameron Norrie,11,77,2,0,6-3 7-5,58,35,70,34
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Holger Rune,Ugo Humbert,13,19,2,1,5-7 6-4 7-5,110,70,104,63
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Arthur Fils,Lorenzo Musetti,21,16,2,1,3-6 7-6(4) 6-3,103,64,90,57
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Yosuke Watanuki,Frances Tiafoe,349,17,2,0,6-4 7-6(6),71,50,87,49
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Marcos Giron,Alexei Popyrin,48,27,2,1,5-7 6-3 6-3,111,71,86,55
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Tallon Griekspoor,Giovanni Mpetshi Perricard,43,30,2,0,7-6(3) 6-3,60,47,55,39
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Carlos Alcaraz,Quentin Halys,3,59,2,0,6-4 6-2,48,37,49,32
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Taylor Fritz,Matteo Gigante,4,217,2,0,6-3 7-5,64,45,58,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Botic van de Zandschulp,Novak Djokovic,85,7,2,1,6-2 3-6 6-1,82,52,73,38
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Matteo Arnaldi,Andrey Rublev,35,8,2,0,6-4 7-5,70,39,61,30
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Alex de Minaur,David Goffin,10,56,2,0,6-2 6-2,43,33,56,29
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Ben Shelton,Mariano Navone,12,63,2,0,6-3 6-2,56,38,46,27
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Jack Draper,Joao Fonseca,14,80,2,0,6-4 6-0,60,37,46,22
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Grigor Dimitrov,Nuno Borges,15,36,2,0,6-3 6-4,76,50,60,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Jenson Brooksby,Felix Auger-Aliassime,937,18,2,0,6-4 6-2,56,39,52,32
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Hubert Hurkacz,Hugo Gaston,22,93,2,0,7-5 6-3,76,51,56,38
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Karen Khachanov,Jakub Mensik,23,57,2,1,3-6 6-0 6-3,76,48,80,45
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Gael Monfils,Sebastian Korda,42,25,2,0,7-6(2) 7-6(4),80,56,89,56
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Francisco Cerundolo,Mackenzie McDonald,26,109,2,1,4-6 7-6(3) 6-1,80,51,121,66
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Denis Shapovalov,Adam Walton,28,96,2,0,6-3 6-2,69,40,47,21
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Alejandro Tabilo,Dusan Lajovic,31,108,2,0,6-3 7-5,74,51,66,40
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Brandon Nakashima,Rinky Hijikata,33,83,2,0,7-5 6-1,71,48,63,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Tallon Griekspoor,Alexander Zverev,43,2,2,1,4-6 7-6(5) 7-6(4),135,82,106,68
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Marcos Giron,Casper Ruud,48,5,2,1,7-6(4) 3-6 6-2,115,71,101,61
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Daniil Medvedev,Yunchaokete Bu,6,71,2,0,6-2 6-2,52,33,62,30
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Stefanos Tsitsipas,Thiago Seyboth Wild,9,91,2,0,6-2 6-4,49,38,71,41
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Tommy Paul,Tristan Boyer,11,117,2,0,6-3 6-1,41,30,60,28
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Holger Rune,Corentin Moutet,13,79,2,0,6-2 6-4,50,33,63,31
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Lorenzo Musetti,Roman Safiullin,16,69,2,1,7-5 5-7 6-2,107,63,100,54
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Frances Tiafoe,Damir Dzumhur,17,84,2,0,7-6(4) 7-6(7),99,60,89,49
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Ugo Humbert,Kei Nishikori,19,76,2,0,6-4 6-3,70,44,47,25
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Yosuke Watanuki,Tomas Machac,349,20,1,1,4-6 4-2 RET,42,29,44,28
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Arthur Fils,Gabriel Diallo,21,88,2,0,6-2 6-2,37,29,55,24
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Cameron Norrie,Jiri Lehecka,77,24,2,1,3-6 6-4 7-5,110,68,93,62
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Alexei Popyrin,Zizou Bergs,27,53,2,0,7-6(4) 7-5,83,57,85,54
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Matteo Berrettini,Christopher O'Connell,29,75,2,0,6-2 7-6(2),63,45,61,37
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Giovanni Mpetshi Perricard,Fabian Marozsan,30,54,1,0,6-4 RET,28,21,35,20
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R64,3,Alex Michelsen,Colton Smith,32,261,2,0,6-3 6-4,88,55,62,37
2025-03-03,2025-404,Indian Wells Masters,atp,hard,SF,3,Jack Draper,Carlos Alcaraz,14,3,2,1,6-1 0-6 6-4,69,41,70,39
2025-03-03,2025-404,Indian Wells Masters,atp,hard,SF,3,Holger Rune,Daniil Medvedev,13,6,2,0,7-5 6-4,70,48,60,36
2025-03-05,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Magda Linette,Peyton Stearns,9999,9999,0,0,,,,,
2025-03-05,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Kamilla Rakhimova,Caroline Dolehide,9999,9999,0,0,,,,,
2025-03-05,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Jule Niemeier,Robin Montgomery,9999,9999,0,0,,,,,
2025-03-06,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Moyuka Uchijima,Emma Raducanu,9999,9999,0,0,,,,,
2025-03-06,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Anna Blinkova,Mccartney Kessler,9999,9999,0,0,,,,,
2025-03-06,mcp-202503-indian_wells,Indian Wells,wta,hard,R128,3,Alycia Parks,Anna Kalinskaya,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Varvara Gracheva,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Marta Kostyuk,Robin Montgomery,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Magda Linette,Jessica Pegula,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Eva Lys,Caroline Dolehide,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Caroline Garcia,Iga Swiatek,9999,9999,0,0,,,,,
2025-03-07,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Ashlyn Krueger,Elina Svitolina,9999,9999,0,0,,,,,
2025-03-08,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Qinwen Zheng,Victoria Azarenka,9999,9999,0,0,,,,,
2025-03-08,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Coco Gauff,Moyuka Uchijima,9999,9999,0,0,,,,,
2025-03-08,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Aryna Sabalenka,Mccartney Kessler,9999,9999,0,0,,,,,
2025-03-08,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Anastasia Potapova,Madison Keys,9999,9999,0,0,,,,,
2025-03-08,mcp-202503-indian_wells,Indian Wells,wta,hard,R64,3,Alycia Parks,Diana Shnaider,9999,9999,0,0,,,,,
2025-03-09,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Marta Kostyuk,Caroline Dolehide,9999,9999,0,0,,,,,
2025-03-09,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Dayana Yastremska,Iga Swiatek,9999,9999,0,0,,,,,
2025-03-09,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Clara Tauson,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-10,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Liudmila Samsonova,Daria Kasatkina,9999,9999,0,0,,,,,
2025-03-10,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Diana Shnaider,Belinda Bencic,9999,9999,0,0,,,,,
2025-03-10,mcp-202503-indian_wells,Indian Wells,wta,hard,R32,3,Coco Gauff,Maria Sakkari,9999,9999,0,0,,,,,
2025-03-11,mcp-202503-indian_wells,Indian Wells,wta,hard,R16,3,Karolina Muchova,Iga Swiatek,9999,9999,0,0,,,,,
2025-03-11,mcp-202503-indian_wells,Indian Wells,wta,hard,R16,3,Elena Rybakina,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-12,mcp-202503-indian_wells,Indian Wells,wta,hard,R16,3,Qinwen Zheng,Marta Kostyuk,9999,9999,0,0,,,,,
2025-03-12,mcp-202503-indian_wells,Indian Wells,wta,hard,R16,3,Jasmine Paolini,Liudmila Samsonova,9999,9999,0,0,,,,,
2025-03-12,mcp-202503-indian_wells,Indian Wells,wta,hard,R16,3,Coco Gauff,Belinda Bencic,9999,9999,0,0,,,,,
2025-03-13,mcp-202503-indian_wells,Indian Wells,wta,hard,QF,3,Iga Swiatek,Qinwen Zheng,9999,9999,0,0,,,,,
2025-03-13,mcp-202503-indian_wells,Indian Wells,wta,hard,QF,3,Elina Svitolina,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-13,mcp-202503-indian_wells,Indian Wells,wta,hard,QF,3,Belinda Bencic,Madison Keys,9999,9999,0,0,,,,,
2025-03-13,mcp-202503-indian_wells,Indian Wells,wta,hard,QF,3,Aryna Sabalenka,Liudmila Samsonova,9999,9999,0,0,,,,,
2025-03-14,mcp-202503-indian_wells,Indian Wells,wta,hard,SF,3,Iga Swiatek,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-14,mcp-202503-indian_wells,Indian Wells,wta,hard,SF,3,Aryna Sabalenka,Madison Keys,9999,9999,0,0,,,,,
2025-03-16,mcp-202503-indian_wells,Indian Wells,wta,hard,F,3,Aryna Sabalenka,Mirra Andreeva,9999,9999,0,0,,,,,
2025-03-17,2025-403,Miami Masters,atp,hard,F,3,Jakub Mensik,Novak Djokovic,54,5,2,0,7-6(4) 7-6(4),78,54,74,52
2025-03-17,2025-403,Miami Masters,atp,hard,QF,3,Taylor Fritz,Matteo Berrettini,4,30,2,1,7-5 6-7(7) 7-5,102,77,123,82
2025-03-17,2025-403,Miami Masters,atp,hard,QF,3,Novak Djokovic,Sebastian Korda,5,25,2,0,6-3 7-6(4),59,47,56,39
2025-03-17,2025-403,Miami Masters,atp,hard,QF,3,Jakub Mensik,Arthur Fils,54,18,2,0,7-6(5) 6-1,53,39,69,40
2025-03-17,2025-403,Miami Masters,atp,hard,QF,3,Grigor Dimitrov,Francisco Cerundolo,15,24,2,1,6-7(6) 6-4 7-6(3),108,74,115,74
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Matteo Arnaldi,Yibing Wu,35,421,2,1,7-6(3) 4-6 6-3,91,65,114,71
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Zizou Bergs,Nuno Borges,51,42,2,0,7-6(2) 7-5,98,61,82,48
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Yunchaokete Bu,Cameron Norrie,69,81,2,0,6-4 6-2,53,38,62,35
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Luciano Darderi,Pedro Martinez,61,40,2,0,6-4 6-1,43,36,41,25
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Alejandro Davidovich Fokina,Jan-Lennard Struff,39,49,2,0,7-6(3) 6-3,71,51,66,42
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Gabriel Diallo,Tomas Martin Etcheverry,87,44,2,0,6-3 6-0,49,32,42,18
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Jacob Fearnley,Benjamin Bonzi,83,63,2,1,7-6(6) 2-6 6-4,100,63,98,66
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Joao Fonseca,Learner Tien,60,66,2,1,6-7(1) 6-3 6-4,99,68,108,69
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Hugo Gaston,Yoshihito Nishioka,88,68,2,0,6-4 3-1 RET,45,29,47,26
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Jakub Mensik,Roberto Bautista Agut,54,50,2,1,6-4 3-6 6-1,86,57,71,45
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Reilly Opelka,Christopher Eubanks,114,104,2,0,6-3 7-6(4),66,52,65,46
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Roman Safiullin,Jenson Brooksby,71,544,2,1,6-3 3-6 6-3,102,64,78,51
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Lorenzo Sonego,Mariano Navone,38,62,2,0,7-5 7-5,71,51,78,48
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Jordan Thompson,Marcos Giron,37,45,2,1,3-6 6-4 7-5,95,64,106,68
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Thiago Agustin Tirante,Flavio Cobolli,117,43,2,1,6-1 3-6 6-3,79,54,76,44
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Coleman Wong,Daniel Altmaier,182,82,2,0,6-4 6-3,52,42,48,32
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Alexander Bublik,Sebastian Baez,80,36,2,0,6-3 6-4,54,40,51,31
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Roberto Carballes Baena,Christopher O'Connell,53,78,2,1,6-3 3-6 7-6(5),93,60,113,69
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Federico Cina,Francisco Comesana,441,67,2,0,7-6(4) 7-6(2),84,56,79,52
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,David Goffin,Aleksandar Vukic,55,77,2,1,2-6 6-4 6-2,76,49,77,45
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Quentin Halys,Thiago Seyboth Wild,57,96,2,0,6-3 6-4,62,44,54,34
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Rinky Hijikata,Hamad Medjedovic,86,73,2,1,7-5 3-6 7-5,95,57,107,62
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Miomir Kecmanovic,Aleksandar Kovacevic,48,79,2,0,6-4 6-4,81,53,57,38
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Nick Kyrgios,Mackenzie McDonald,892,101,2,1,3-6 6-3 6-4,75,52,84,52
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Gael Monfils,Fabian Marozsan,46,59,2,1,6-3 3-6 6-4,83,57,93,57
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Corentin Moutet,Alexander Blockx,76,163,2,0,7-6(5) 6-4,87,57,72,46
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Alexandre Muller,Rei Sakamoto,41,330,2,0,6-4 6-4,55,43,77,48
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Jaume Munar,Arthur Rinderknech,56,74,2,0,6-3 7-6(5),71,48,75,47
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Tristan Schoolkate,Ethan Quinn,129,135,2,0,6-0 6-2,42,30,42,18
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Eliot Spizzirri,Billy Harris,134,107,2,1,7-6(2) 3-6 6-2,94,63,99,60
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Chun-Hsin Tseng,Mattia Bellucci,115,72,2,0,7-6(5) 6-2,56,45,67,41
2025-03-17,2025-403,Miami Masters,atp,hard,R128,3,Camilo Ugo Carabelli,Brandon Holt,65,116,2,1,2-6 7-6(5) 6-4,100,57,98,58
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Arthur Fils,Alexander Zverev,18,2,2,1,3-6 6-3 6-4,75,51,80,52
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Taylor Fritz,Adam Walton,4,89,2,0,6-3 7-5,57,33,54,31
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Novak Djokovic,Lorenzo Musetti,5,16,2,0,6-2 6-2,46,32,56,26
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Francisco Cerundolo,Casper Ruud,24,6,2,0,6-4 6-2,53,39,66,37
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Matteo Berrettini,Alex de Minaur,30,11,2,0,6-3 7-6(7),85,52,65,40
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Grigor Dimitrov,Brandon Nakashima,15,32,2,0,6-4 7-5,57,44,54,40
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Jakub Mensik,Tomas Machac,54,21,0,0,W/O,,,,
2025-03-17,2025-403,Miami Masters,atp,hard,R16,3,Sebastian Korda,Gael Monfils,25,46,2,1,6-4 2-6 6-4,83,54,83,55
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Alexander Zverev,Jordan Thompson,2,37,2,0,7-5 6-4,55,42,60,38
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Taylor Fritz,Denis Shapovalov,4,28,2,0,7-5 6-3,59,44,52,31
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Alex de Minaur,Joao Fonseca,11,60,2,1,5-7 7-5 6-3,99,66,92,56
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Arthur Fils,Frances Tiafoe,18,17,2,1,7-6(11) 5-7 6-2,100,68,142,82
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Tomas Machac,Reilly Opelka,21,114,2,0,7-6(1) 6-3,58,48,59,40
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Matteo Berrettini,Zizou Bergs,30,51,2,0,6-4 6-4,56,40,69,39
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Jakub Mensik,Roman Safiullin,54,71,2,0,6-4 6-4,55,42,50,37
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Adam Walton,Coleman Wong,89,182,2,1,7-6(6) 4-6 6-4,104,68,99,66
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Novak Djokovic,Camilo Ugo Carabelli,5,65,2,0,6-1 7-6(1),64,46,64,38
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Casper Ruud,Alejandro Tabilo,6,31,2,0,6-4 7-6(4),62,51,74,50
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Sebastian Korda,Stefanos Tsitsipas,25,10,2,0,7-6(4) 6-3,74,48,58,35
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Francisco Cerundolo,Tommy Paul,24,13,2,0,6-2 7-6(4),59,38,61,31
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Grigor Dimitrov,Karen Khachanov,15,23,2,1,6-7(3) 6-4 7-5,95,74,110,73
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Lorenzo Musetti,Felix Auger-Aliassime,16,19,2,1,4-6 6-2 6-3,93,60,90,54
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Brandon Nakashima,David Goffin,32,55,2,1,6-3 6-7(5) 6-3,94,68,100,61
2025-03-17,2025-403,Miami Masters,atp,hard,R32,3,Gael Monfils,Jaume Munar,46,56,2,1,7-5 5-7 7-6(1),110,74,104,69
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Alexander Zverev,Jacob Fearnley,2,83,2,0,6-2 6-4,49,38,59,33
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Taylor Fritz,Lorenzo Sonego,4,38,2,0,7-6(2) 6-3,62,48,87,53
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Jakub Mensik,Jack Draper,54,7,2,0,7-6(2) 7-6(3),76,57,92,61
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Zizou Bergs,Andrey Rublev,51,9,2,0,7-5 6-4,74,42,68,47
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Alex de Minaur,Yunchaokete Bu,11,69,2,0,6-4 6-4,48,40,65,41
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Reilly Opelka,Holger Rune,114,12,2,1,4-6 6-3 7-6(5),93,68,93,65
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Coleman Wong,Ben Shelton,182,14,2,1,7-6(3) 2-6 7-6(5),108,70,99,71
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Frances Tiafoe,Alejandro Davidovich Fokina,17,39,2,0,7-5 7-6(5),74,52,95,57
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Arthur Fils,Gabriel Diallo,18,87,1,1,6-4 2-3 RET,40,30,48,32
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Joao Fonseca,Ugo Humbert,60,20,2,0,6-4 6-3,40,36,53,32
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Tomas Machac,Matteo Arnaldi,21,35,2,1,6-2 1-6 6-3,77,49,74,44
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Roman Safiullin,Alexei Popyrin,71,26,2,1,6-7(4) 6-3 7-5,93,67,113,73
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Denis Shapovalov,Thiago Agustin Tirante,28,117,2,1,6-3 6-7(1) 7-6(3),108,69,101,64
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Jordan Thompson,Giovanni Mpetshi Perricard,37,29,2,0,7-6(4) 7-6(1),66,54,82,55
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Matteo Berrettini,Hugo Gaston,30,88,2,1,4-6 6-3 6-3,71,54,96,58
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Adam Walton,Luciano Darderi,89,61,2,0,6-4 6-4,66,48,66,41
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,David Goffin,Carlos Alcaraz,55,3,2,1,5-7 6-4 6-3,89,57,100,61
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Novak Djokovic,Rinky Hijikata,5,86,2,0,6-0 7-6(1),49,41,63,36
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Casper Ruud,Miomir Kecmanovic,6,48,2,1,3-6 6-4 6-4,99,66,81,56
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Jaume Munar,Daniil Medvedev,56,8,2,0,6-2 6-3,53,39,53,29
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Stefanos Tsitsipas,Chun-Hsin Tseng,10,115,2,1,4-6 7-5 6-3,86,61,82,54
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Tommy Paul,Alexander Bublik,13,80,2,1,5-7 7-5 6-4,100,73,112,74
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Grigor Dimitrov,Federico Cina,15,441,2,0,6-1 6-4,54,40,49,26
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Lorenzo Musetti,Quentin Halys,16,57,2,1,3-6 7-6(4) 7-5,120,78,105,70
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Felix Auger-Aliassime,Tristan Schoolkate,19,129,2,0,6-4 6-4,50,41,71,43
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Karen Khachanov,Nick Kyrgios,23,892,2,0,7-6(3) 6-0,53,42,64,35
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Francisco Cerundolo,Alexandre Muller,24,41,2,0,6-1 6-2,42,31,50,23
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Sebastian Korda,Eliot Spizzirri,25,134,2,0,6-4 6-2,57,37,57,32
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Gael Monfils,Jiri Lehecka,46,27,2,1,6-1 3-6 7-6(8),89,63,97,62
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Alejandro Tabilo,Corentin Moutet,31,76,2,1,5-7 6-3 7-5,115,68,107,60
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Brandon Nakashima,Roberto Carballes Baena,32,53,2,1,6-4 4-6 6-3,101,66,86,53
2025-03-17,2025-403,Miami Masters,atp,hard,R64,3,Camilo Ugo Carabelli,Alex Michelsen,65,33,2,1,6-7(3) 7-5 6-3,112,74,96,64
2025-03-17,2025-403,Miami Masters,atp,hard,SF,3,Jakub Mensik,Taylor Fritz,54,4,2,1,7-6(4) 4-6 7-6(4),101,75,114,79
2025-03-17,2025-403,Miami Masters,atp,hard,SF,3,Novak Djokovic,Grigor Dimitrov,5,15,2,0,6-2 6-3,45,33,43,22
2025-03-17,mcp-202503-miami,Miami,wta,hard,Q2,3,Linda Fruhvirtova,Laura Siegemund,9999,9999,0,0,,,,,
2025-03-18,mcp-202503-miami,Miami,wta,hard,R128,3,Ashlyn Krueger,Renata Zarazua,9999,9999,0,0,,,,,
2025-03-18,mcp-202503-miami,Miami,wta,hard,R128,3,Anastasia Pavlyuchenkova,Magda Linette,9999,9999,0,0,,,,,
2025-03-19,mcp-202503-miami,Miami,wta,hard,R128,3,Peyton Stearns,Katie Boulter,9999,9999,0,0,,,,,
2025-03-19,mcp-202503-miami,Miami,wta,hard,R128,3,Emma Raducanu,Sayaka Ishii,9999,9999,0,0,,,,,
2025-03-20,mcp-202503-miami,Miami,wta,hard,R64,3,Taylor Townsend,Yulia Putintseva,9999,9999,0,0,,,,,
