date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,QF,3,Alexandre Muller,Francisco Cerundolo,60,26,2,0,7-5 6-1,60,41,48,27
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,QF,3,Sebastian Baez,Chun-Hsin Tseng,31,125,2,0,6-4 6-1,57,36,60,28
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,QF,3,Camilo Ugo Carabelli,Jaime Faria,91,107,2,0,7-6(5) 6-4,75,51,85,52
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Francisco Cerundolo,Luciano Darderi,26,61,2,1,6-7(1) 6-3 6-2,90,62,81,50
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Alexandre Muller,Tomas Martin Etcheverry,60,43,2,0,7-5 7-6(5),78,54,74,45
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Jaime Faria,Jaume Munar,107,55,2,1,6-4 2-6 6-3,67,47,89,57
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Camilo Ugo Carabelli,Damir Dzumhur,91,97,2,0,6-4 6-4,54,35,76,43
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Alexander Zverev,Alexander Shevchenko,2,103,2,0,7-6(1) 7-6(6),78,52,115,63
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Sebastian Baez,Mariano Navone,31,46,2,1,6-4 1-6 6-3,88,49,76,44
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Francisco Comesana,Nicolas Jarry,86,47,2,1,7-6(4) 6-7(1) 7-6(6),128,87,108,82
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R16,3,Chun-Hsin Tseng,Thiago Monteiro,125,99,2,1,6-7(4) 6-3 7-6(4),131,82,98,61
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Alexander Zverev,Yunchaokete Bu,2,69,2,0,7-6(4) 6-4,75,49,74,44
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Francisco Cerundolo,Hugo Gaston,26,93,2,0,7-6(9) 6-0,70,42,78,39
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Sebastian Baez,Roman Andres Burruchaga,31,137,2,0,6-3 7-5,63,42,57,31
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Camilo Ugo Carabelli,Pedro Martinez,91,37,2,1,4-6 6-3 6-3,96,56,76,42
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Tomas Martin Etcheverry,Corentin Moutet,43,66,2,0,6-3 7-6(1),65,46,67,40
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Luciano Darderi,Hugo Dellien,61,108,1,0,7-6(2) 2-2 RET,57,37,56,33
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Damir Dzumhur,Dusan Lajovic,97,83,2,0,6-3 6-4,59,43,69,40
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Jaime Faria,Tomas Barrios Vera,107,139,2,0,6-2 7-5,59,40,61,35
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Alexandre Muller,Joao Fonseca,60,68,2,0,6-1 7-6(4),66,49,71,42
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Mariano Navone,Roberto Carballes Baena,46,53,2,0,6-4 6-3,61,37,55,28
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Chun-Hsin Tseng,Alejandro Tabilo,125,28,2,0,6-2 7-5,64,42,72,35
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Nicolas Jarry,Juan Manuel Cerundolo,47,127,2,1,4-6 6-3 6-4,92,62,100,62
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Francisco Comesana,Gustavo Heide,86,162,2,1,7-6(2) 6-7(7) 6-3,106,78,139,86
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Thiago Monteiro,Facundo Diaz Acosta,99,119,2,1,3-6 6-3 7-6(3),93,64,89,63
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Jaume Munar,Thiago Seyboth Wild,55,75,2,1,6-4 3-6 6-0,71,45,70,41
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,R32,3,Alexander Shevchenko,Felipe Meligeni Alves,103,149,2,0,6-4 6-2,60,35,58,25
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,SF,3,Sebastian Baez,Camilo Ugo Carabelli,31,91,2,1,3-6 6-1 6-1,65,42,70,36
2025-02-17,2025-6932,Rio de Janeiro,atp,clay,SF,3,Alexandre Muller,Francisco Comesana,60,86,2,1,7-5 6-7(3) 6-3,112,71,105,61
2025-02-17,mcp-202502-dubai,Dubai,wta,hard,R64,3,Elina Avanesyan,Mirra Andreeva,9999,9999,0,0,,,,,
2025-02-18,mcp-202502-dubai,Dubai,wta,hard,R32,3,Marta Kostyuk,Sofia Kenin,9999,9999,0,0,,,,,
2025-02-19,mcp-202502-dubai,Dubai,wta,hard,R16,3,Peyton Stearns,Mirra Andreeva,9999,9999,0,0,,,,,
2025-02-19,mcp-202502-dubai,Dubai,wta,hard,R16,3,Aryna Sabalenka,Clara Tauson,9999,9999,0,0,,,,,
2025-02-19,mcp-202502-dubai,Dubai,wta,hard,R32,3,Mirra Andreeva,Marketa Vondrousova,9999,9999,0,0,,,,,
2025-02-20,mcp-202502-dubai,Dubai,wta,hard,QF,3,Iga Swiatek,Mirra Andreeva,9999,9999,0,0,,,,,
2025-02-20,mcp-202502-dubai,Dubai,wta,hard,QF,3,Elena Rybakina,Sofia Kenin,9999,9999,0,0,,,,,
2025-02-20,mcp-202502-dubai,Dubai,wta,hard,QF,3,Clara Tauson,Linda Noskova,9999,9999,0,0,,,,,
2025-02-21,mcp-202502-dubai,Dubai,wta,hard,SF,3,Karolina Muchova,Clara Tauson,9999,9999,0,0,,,,,
2025-02-21,mcp-202502-dubai,Dubai,wta,hard,SF,3,Elena Rybakina,Mirra Andreeva,9999,9999,0,0,,,,,
2025-02-22,mcp-202502-dubai,Dubai,wta,hard,F,3,Clara Tauson,Mirra Andreeva,9999,9999,0,0,,,,,
2025-02-24,2025-495,Dubai,atp,hard,F,3,Stefanos Tsitsipas,Felix Auger-Aliassime,11,21,2,0,6-3 6-3,66,44,52,31
2025-02-24,2025-495,Dubai,atp,hard,QF,3,Tallon Griekspoor,Daniil Medvedev,47,6,2,1,2-6 7-6(7) 7-5,112,71,109,74
2025-02-24,2025-495,Dubai,atp,hard,QF,3,Stefanos Tsitsipas,Matteo Berrettini,11,30,2,1,7-6(5) 1-6 6-4,84,60,80,63
2025-02-24,2025-495,Dubai,atp,hard,QF,3,Felix Auger-Aliassime,Marin Cilic,21,186,2,1,6-4 3-6 6-2,79,54,85,56
2025-02-24,2025-495,Dubai,atp,hard,QF,3,Quentin Halys,Luca Nardi,77,79,2,1,2-6 6-3 7-6(5),99,65,83,60
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Daniil Medvedev,Giovanni Mpetshi Perricard,6,29,2,0,6-4 6-4,48,40,74,45
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Stefanos Tsitsipas,Karen Khachanov,11,24,2,1,7-6(4) 2-6 6-4,99,66,108,71
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Tallon Griekspoor,Ugo Humbert,47,15,2,1,4-6 6-3 6-2,93,62,76,49
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Felix Auger-Aliassime,Nuno Borges,21,38,2,1,4-6 6-3 7-5,92,64,94,59
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Matteo Berrettini,Christopher O'Connell,30,75,2,0,7-6(2) 6-2,52,45,74,43
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Marin Cilic,Alexei Popyrin,186,27,2,1,5-7 6-3 6-4,98,66,78,57
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Quentin Halys,Roberto Bautista Agut,77,53,2,0,7-6(5) 6-4,73,52,69,47
2025-02-24,2025-495,Dubai,atp,hard,R16,3,Luca Nardi,Zizou Bergs,79,56,2,0,6-4 7-6(3),73,48,64,38
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Daniil Medvedev,Jan-Lennard Struff,6,46,2,0,6-4 7-6(4),71,51,94,58
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Marin Cilic,Alex de Minaur,186,8,2,1,6-2 3-6 6-3,90,57,74,42
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Quentin Halys,Andrey Rublev,77,9,2,1,3-6 6-4 7-6(5),98,68,91,65
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Ugo Humbert,Jiri Lehecka,15,22,2,0,6-3 6-0,48,35,55,25
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Christopher O'Connell,Grigor Dimitrov,75,16,1,0,6-0 RET,17,12,21,7
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Nuno Borges,Arthur Fils,38,19,2,0,6-2 6-1,44,32,57,27
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Felix Auger-Aliassime,Alexander Bublik,21,51,2,1,7-6(7) 6-7(4) 6-3,113,79,126,79
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Matteo Berrettini,Gael Monfils,30,40,2,0,7-5 6-4,53,40,63,36
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Tallon Griekspoor,Roman Safiullin,47,72,2,1,5-7 7-6(4) 7-6(1),130,87,115,80
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Luca Nardi,Marton Fucsovics,79,88,2,1,1-6 6-2 6-3,111,63,69,40
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Stefanos Tsitsipas,Lorenzo Sonego,11,35,2,0,7-6(4) 6-3,60,47,67,42
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Roberto Bautista Agut,Fabian Marozsan,53,55,2,1,3-6 6-3 7-6(4),116,72,97,63
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Zizou Bergs,Aziz Dougaz,56,211,2,0,6-3 6-3,50,36,46,23
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Karen Khachanov,Daniel Evans,24,177,2,0,6-1 6-3,49,35,50,23
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Giovanni Mpetshi Perricard,Zhizhen Zhang,29,49,2,0,6-3 7-6(3),71,54,70,48
2025-02-24,2025-495,Dubai,atp,hard,R32,3,Alexei Popyrin,Hady Habib,27,168,2,0,6-2 6-4,45,37,52,32
2025-02-24,2025-495,Dubai,atp,hard,SF,3,Stefanos Tsitsipas,Tallon Griekspoor,11,47,2,0,6-4 6-4,50,40,65,42
2025-02-24,2025-495,Dubai,atp,hard,SF,3,Felix Auger-Aliassime,Quentin Halys,21,77,2,1,5-7 6-4 6-3,101,64,89,56
2025-02-24,2025-807,Acapulco,atp,hard,F,3,Tomas Machac,Alejandro Davidovich Fokina,25,48,2,0,7-6(6) 6-2,61,49,71,44
2025-02-24,2025-807,Acapulco,atp,hard,QF,3,Tomas Machac,Learner Tien,25,83,2,0,6-3 7-5,56,34,83,40
2025-02-24,2025-807,Acapulco,atp,hard,QF,3,Denis Shapovalov,Marcos Giron,32,52,2,1,4-6 6-3 6-2,80,51,83,47
2025-02-24,2025-807,Acapulco,atp,hard,QF,3,Alejandro Davidovich Fokina,Rodrigo Pacheco Mendez,48,355,2,0,6-2 6-2,47,31,47,22
2025-02-24,2025-807,Acapulco,atp,hard,QF,3,Brandon Nakashima,David Goffin,42,63,2,0,7-6(4) 6-2,78,44,78,39
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Learner Tien,Alexander Zverev,83,2,2,0,6-3 6-4,58,39,59,35
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Rodrigo Pacheco Mendez,Casper Ruud,355,5,0,0,W/O,,,,
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Marcos Giron,Tommy Paul,52,10,0,0,W/O,,,,
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Brandon Nakashima,Holger Rune,42,13,1,0,3-0 RET,10,8,6,2
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,David Goffin,Ben Shelton,63,14,2,0,7-6(3) 6-3,61,45,72,44
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Alejandro Davidovich Fokina,Frances Tiafoe,48,18,2,1,6-3 6-7(6) 6-3,96,65,98,59
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Tomas Machac,Daniel Altmaier,25,76,2,0,7-6(3) 6-1,69,48,61,35
2025-02-24,2025-807,Acapulco,atp,hard,R16,3,Denis Shapovalov,Alex Michelsen,32,34,2,0,6-4 6-3,53,37,56,27
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Alexander Zverev,Matteo Arnaldi,2,33,2,1,6-7(2) 6-3 6-4,98,70,86,62
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Holger Rune,Roberto Carballes Baena,13,50,2,0,7-6(4) 6-3,69,44,66,38
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Frances Tiafoe,Alexandre Muller,18,41,2,0,6-4 6-2,57,35,55,27
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Denis Shapovalov,Nishesh Basavareddy,32,106,2,0,7-5 6-2,57,37,74,37
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Alejandro Davidovich Fokina,Mattia Bellucci,48,70,2,1,1-6 7-6(6) 6-2,74,52,92,57
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Alex Michelsen,Yunchaokete Bu,34,68,2,1,2-6 7-6(5) 7-6(5),121,67,105,61
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Brandon Nakashima,Benjamin Bonzi,42,62,2,0,7-6(6) 7-5,83,54,95,56
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Rodrigo Pacheco Mendez,Aleksandar Vukic,355,66,2,1,7-5 4-6 7-6(4),102,73,128,79
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Casper Ruud,Arthur Rinderknech,5,61,2,0,6-4 6-3,57,40,68,37
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Tommy Paul,Gabriel Diallo,10,89,2,0,6-2 6-2,57,38,47,25
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Ben Shelton,Flavio Cobolli,14,39,2,0,7-6(4) 7-6(4),78,56,79,54
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Tomas Machac,Jakub Mensik,25,54,2,1,6-4 2-6 6-3,82,49,89,47
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Daniel Altmaier,Miomir Kecmanovic,76,44,2,1,4-6 6-4 6-3,90,54,79,46
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Marcos Giron,Adam Walton,52,97,2,0,7-6(4) 6-2,55,42,69,39
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,David Goffin,Rinky Hijikata,63,82,2,0,6-2 6-3,35,29,79,38
2025-02-24,2025-807,Acapulco,atp,hard,R32,3,Learner Tien,Cameron Norrie,83,74,2,0,7-6(5) 6-3,61,37,77,38
2025-02-24,2025-807,Acapulco,atp,hard,SF,3,Tomas Machac,Brandon Nakashima,25,42,2,1,6-4 1-6 6-4,79,51,83,55
2025-02-24,2025-807,Acapulco,atp,hard,SF,3,Alejandro Davidovich Fokina,Denis Shapovalov,48,32,2,0,7-6(3) 7-6(1),81,49,94,51
2025-02-24,2025-8996,Santiago,atp,hard,F,3,Laslo Djere,Sebastian Baez,103,31,2,1,6-4 3-6 7-5,94,56,96,58
2025-02-24,2025-8996,Santiago,atp,hard,QF,3,Francisco Cerundolo,Tomas Martin Etcheverry,26,43,2,1,4-6 6-3 7-5,99,66,121,69
2025-02-24,2025-8996,Santiago,atp,hard,QF,3,Sebastian Baez,Damir Dzumhur,31,90,2,0,6-4 6-4,66,34,65,29
2025-02-24,2025-8996,Santiago,atp,hard,QF,3,Laslo Djere,Jaime Faria,103,87,2,1,7-6(5) 4-6 6-4,109,72,106,68
2025-02-24,2025-8996,Santiago,atp,hard,QF,3,Camilo Ugo Carabelli,Federico Coria,69,136,2,0,6-4 6-3,56,33,63,28
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Federico Coria,Alejandro Tabilo,136,28,2,1,7-6(11) 4-6 6-3,101,66,115,71
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Sebastian Baez,Francisco Comesana,31,67,2,1,6-3 5-7 7-6(5),100,64,121,72
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Damir Dzumhur,Mariano Navone,90,64,2,1,6-4 3-6 6-3,110,64,87,53
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Camilo Ugo Carabelli,Thiago Monteiro,69,108,2,1,4-6 7-6(2) 6-3,96,66,104,68
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Francisco Cerundolo,Yannick Hanfmann,26,109,2,1,6-2 4-6 7-6(5),110,70,94,58
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Laslo Djere,Pedro Martinez,103,36,2,0,6-1 6-4,55,40,57,29
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Tomas Martin Etcheverry,Cristian Garin,43,147,2,0,6-2 6-4,60,40,51,29
2025-02-24,2025-8996,Santiago,atp,hard,R16,3,Jaime Faria,Gustavo Heide,87,160,2,1,6-7(2) 7-6(5) 6-4,109,80,130,90
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Tomas Martin Etcheverry,Hugo Gaston,43,92,2,0,6-2 6-3,49,33,65,31
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Mariano Navone,Alexander Shevchenko,64,95,2,0,6-2 6-2,48,33,45,21
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Camilo Ugo Carabelli,Nicolas Jarry,69,45,2,1,5-7 6-3 7-6(9),119,83,108,75
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Jaime Faria,Luciano Darderi,87,59,2,0,6-3 6-4,59,44,60,37
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Francisco Comesana,Felipe Meligeni Alves,67,193,2,0,7-6(3) 7-6(4),84,62,91,60
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Federico Coria,Tomas Barrios Vera,136,145,2,0,6-1 6-0,36,25,54,21
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Damir Dzumhur,Corentin Moutet,90,65,2,1,6-2 3-6 6-2,87,54,76,45
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Thiago Monteiro,Juan Manuel Cerundolo,108,123,2,1,6-3 3-6 7-6(2),100,59,98,60
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Laslo Djere,Ignacio Buse,103,226,2,0,6-3 6-4,66,42,87,46
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Cristian Garin,Juan Pablo Ficovich,147,174,2,1,2-6 6-4 6-4,87,56,110,67
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Yannick Hanfmann,Facundo Diaz Acosta,109,130,2,0,7-5 6-3,51,37,72,37
2025-02-24,2025-8996,Santiago,atp,hard,R32,3,Gustavo Heide,Thiago Seyboth Wild,160,86,2,0,7-5 6-2,62,46,77,45
2025-02-24,2025-8996,Santiago,atp,hard,SF,3,Laslo Djere,Francisco Cerundolo,103,26,2,1,6-1 4-6 6-3,83,55,87,51
2025-02-24,2025-8996,Santiago,atp,hard,SF,3,Sebastian Baez,Camilo Ugo Carabelli,31,69,2,1,6-1 3-6 6-2,75,47,77,43
2025-02-26,mcp-202502-merida,Merida,wta,hard,R16,3,Paula Badosa,Jaqueline Cristian,9999,9999,0,0,,,,,
2025-02-28,mcp-202502-merida,Merida,wta,hard,QF,3,Emma Navarro,Zeynep Sonmez,9999,9999,0,0,,,,,
2025-03-01,mcp-202503-merida,Merida,wta,hard,SF,3,Emma Navarro,Elina Avanesyan,9999,9999,0,0,,,,,
2025-03-02,mcp-202503-merida,Merida,wta,hard,F,3,Emma Navarro,Emiliana Arango,9999,9999,0,0,,,,,
2025-03-03,2025-404,Indian Wells Masters,atp,hard,F,3,Jack Draper,Holger Rune,14,13,2,0,6-2 6-2,46,34,52,27
2025-03-03,2025-404,Indian Wells Masters,atp,hard,QF,3,Carlos Alcaraz,Francisco Cerundolo,3,26,2,0,6-3 7-6(4),73,51,73,43
2025-03-03,2025-404,Indian Wells Masters,atp,hard,QF,3,Daniil Medvedev,Arthur Fils,6,21,2,1,6-4 2-6 7-6(7),88,59,106,66
2025-03-03,2025-404,Indian Wells Masters,atp,hard,QF,3,Jack Draper,Ben Shelton,14,12,2,0,6-4 7-5,68,47,75,44
2025-03-03,2025-404,Indian Wells Masters,atp,hard,QF,3,Holger Rune,Tallon Griekspoor,13,43,2,1,5-7 6-0 6-3,74,50,95,48
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Matteo Arnaldi,Aleksandar Kovacevic,35,94,2,1,6-3 5-7 6-4,106,65,92,56
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Nuno Borges,Arthur Rinderknech,36,73,2,1,6-1 5-7 6-2,108,68,104,55
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Jenson Brooksby,Benjamin Bonzi,937,62,2,1,1-6 7-5 7-5,100,60,102,62
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Joao Fonseca,Jacob Fearnley,80,81,2,1,6-2 1-6 6-3,84,51,90,50
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Hugo Gaston,Luciano Darderi,93,60,2,0,6-3 6-3,60,38,57,30
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Matteo Gigante,Sebastian Baez,217,34,2,1,3-6 6-1 6-4,76,44,89,45
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,David Goffin,Lorenzo Sonego,56,37,2,0,6-4 7-5,60,31,68,29
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Quentin Halys,Pablo Carreno Busta,59,112,2,0,6-3 6-4,59,40,60,33
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Rinky Hijikata,Alexander Shevchenko,83,98,2,0,6-1 6-3,48,28,53,23
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Dusan Lajovic,Li Tu,108,177,2,0,6-2 6-0,45,32,46,20
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Mackenzie McDonald,Alejandro Davidovich Fokina,109,39,2,1,2-6 6-3 6-2,80,46,73,40
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Jakub Mensik,Tomas Martin Etcheverry,57,45,2,0,6-4 7-6(6),79,49,63,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Gael Monfils,Jan-Lennard Struff,42,46,2,0,6-4 6-4,62,43,68,41
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Mariano Navone,Learner Tien,63,68,2,0,7-5 6-4,64,43,87,50
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Botic van de Zandschulp,Nick Kyrgios,85,1099,2,0,7-6(7) 3-0 RET,59,38,59,32
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Adam Walton,Giulio Zeppieri,96,394,2,0,7-5 6-1,51,35,67,34
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Zizou Bergs,Ethan Quinn,53,137,2,0,7-6(2) 6-3,75,51,73,43
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Tristan Boyer,Aleksandar Vukic,117,64,2,1,4-6 6-2 7-6(4),93,60,101,62
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Yunchaokete Bu,Nishesh Basavareddy,71,101,2,0,7-5 6-4,62,44,68,41
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Gabriel Diallo,Zhizhen Zhang,88,51,2,1,2-6 6-2 7-6(7),100,65,96,65
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Damir Dzumhur,Roberto Bautista Agut,84,50,2,1,6-4 1-6 7-6(4),86,49,102,60
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Marcos Giron,Nikoloz Basilashvili,48,152,2,0,7-5 7-6(3),72,49,93,56
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Tallon Griekspoor,Miomir Kecmanovic,43,49,2,1,6-7(5) 6-4 6-3,99,69,93,62
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Fabian Marozsan,Pedro Martinez,54,41,2,0,6-3 6-2,46,37,49,27
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Corentin Moutet,Jordan Thompson,79,38,2,1,6-4 4-6 6-3,87,55,106,62
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Kei Nishikori,Jaume Munar,76,58,2,1,6-2 5-7 7-6(3),128,75,98,57
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Cameron Norrie,Luca Nardi,77,67,2,0,6-0 6-3,43,33,48,22
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Christopher O'Connell,Roberto Carballes Baena,75,52,2,1,6-3 0-6 6-1,62,37,85,48
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Roman Safiullin,Reilly Opelka,69,114,2,0,7-5 6-4,63,44,63,38
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Thiago Seyboth Wild,Alexandre Muller,91,44,2,1,4-6 7-5 7-6(6),118,74,118,70
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Colton Smith,Flavio Cobolli,261,40,2,1,3-6 6-2 6-2,79,46,80,39
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R128,3,Yosuke Watanuki,Alexander Bublik,349,82,2,1,6-3 3-6 6-3,76,55,81,52
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Carlos Alcaraz,Grigor Dimitrov,3,15,2,0,6-1 6-1,40,30,63,28
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Jack Draper,Taylor Fritz,14,4,2,0,7-5 6-4,57,42,57,38
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Francisco Cerundolo,Alex de Minaur,26,10,2,0,7-5 6-3,78,45,67,31
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Ben Shelton,Brandon Nakashima,12,33,2,0,7-6(6) 6-1,61,43,62,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Daniil Medvedev,Tommy Paul,6,11,2,0,6-4 6-0,51,31,55,24
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Holger Rune,Stefanos Tsitsipas,13,9,2,0,6-4 6-4,58,41,61,35
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Arthur Fils,Marcos Giron,21,48,2,1,6-2 2-6 6-3,81,53,88,51
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R16,3,Tallon Griekspoor,Yosuke Watanuki,43,349,2,0,7-6(4) 6-1,61,47,54,32
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Carlos Alcaraz,Denis Shapovalov,3,28,2,0,6-2 6-4,63,41,59,33
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Taylor Fritz,Alejandro Tabilo,4,31,2,1,4-6 6-3 6-1,80,53,89,48
2025-03-03,2025-404,Indian Wells Masters,atp,hard,R32,3,Alex de Minaur,Hubert Hurkacz,10,22,2,0,6-4 6-0,49,35,43,21
